,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
3,Satkar Hotel ,26.9238,75.7905,"187, Barodia Scheme, Banipark ",http://satkarhotel.com ,Sleep,"Family run budget hotel, free pick up from railway station, bus stand, free Wi-Fi. Air-con and non-air-con rooms with attached bathrooms and TV. Hot shower, food, travel desk, laundry, 5 min walk from railway station. Not especially clean, ceiling fan noisy. Laundry is available for a charge. Walking distance to the bus station in a seedy neighbourhood.","(26.9238, 75.7905)",wikivoyage,red
4,Sunder Palace Guest House ,26.9174,75.7952,"No. 46, Sanjay Marg ",http://www.sunderpalace.com ,Sleep,"Clean rooms, great service, convenient location, a rooftop restaurant, a lovely garden area and a terrace. Tiled double room with cable TV, big bathroom with hot water and a Persian carpet area with a small table where you can sip tea and read. Internet available, but there was a charge for this service a few years ago, so enquire.","(26.9174, 75.7952)",wikivoyage,red
5,Zostel ,0.0,0.0,"First Floor, 85-A, Rajamal Ka Talab, Icici Bank Building, Chandi ki Taksal ",http://www.zostel.com/ ,Sleep,Backpacker hostel.,"(0, 0)",wikivoyage,red
0,Anuraag Villa ,26.9274,75.7892,"D-249, Near Collectorate Circle ",http://www.anuraagvilla.com/index.htm ,Sleep,"3-star hotel 15 min by rickshaw from the city centre. Peaceful place to relax with clean, comfortable rooms and free Wi-Fi Onsite restaurant offers very good vegetarian options Rajasthani style.","(26.9274, 75.7892)",wikivoyage,red
1,Arya Niwas ,26.9217,75.8046,Sansar Chandra Rd ,http://www.hotelaryaniwas.com/ ,Sleep," A feudal lord's mansion converted into a hotel with the ambience of a stately home. Centrally located, family managed, cafeteria serving decent vegetarian food and a garden to relax in during the evenings.","(26.9217, 75.8046)",wikivoyage,red
2,Colonel's Homestead Jaipur ,26.84444,75.74722,"10 & 11 Cosmo Colony, Ram Marg, Amrapali Rd, Vaishali Nagar ",http://www.colonelsbnb.com ,Sleep,"Run by a retired army colonel and his wife, who hails from a royal family of Rajasthan, a peaceful place to stay adjoining 50 acres of bird-filled nature. Home-cooked meals available, and good advice on attractions and shopping.","(26.84444, 75.74722)",wikivoyage,red
3,Hotel Classic Holidays ,26.8912,75.7663,"A-79, Shyam Nagar, Sodala, Ajmer Rd ",http://www.hotelclassicholidays.com ,Sleep,"In a residential area with peaceful, clean, green surroundings.","(26.8912, 75.7663)",wikivoyage,red
4,Hotel Mandakini Castle ,26.9225,75.8047,Sansar Chandra Rd , ,Sleep,"3-star hotel. 12 superior rooms and 26 suites. All are fitted with a private bath with hot & cold water, cable/sat TV, and broadband internet connection. The travel desk, 50-capacity conference area, complimentary transfer services. It is not easy to find current room rates, but the hotel gets mixed reviews from guests.","(26.9225, 75.8047)",wikivoyage,red
0,Hotel Meghniwas ,26.9299,75.7881,"C-9, Sawai Jai Singh Highway, Bani Park ",http://www.meghniwas.com/ ,Sleep,"It also has a garden and a swimming pool, which is free for guests and open to non-guests for a charge.","(26.9299, 75.7881)",wikivoyage,red
1,Hotel Sarang Palace ,26.9373,75.7965,"A- 40, Subhash Nagar Rd, Near Peetal Factory ",http://www.hotelsarangpalace.com ,Sleep,"3-star heritage hotel, offers free pick up from train and bus station.","(26.9373, 75.7965)",wikivoyage,red
2,Loharu House ,26.9063,75.7833,Civil Lines , ,Sleep,This property belongs to the Royal Family of Loharu and they rent out a few rooms. The place is quaint and beautiful and the rooms are well appointed. The service also has the touch of personal care and warmth. A plus side is the cooks are excellent and put together some fine dinners.,"(26.9063, 75.7833)",wikivoyage,red
3,Milestone 251 ,26.9268,75.7898,"Near Collectorate Circle, D-251, Devi Marg, Bani Park ",http://www.milestone251.com/ ,Sleep,Near the railway station in Bani Park area.,"(26.9268, 75.7898)",wikivoyage,red
4,Sumati Villa ,26.9065,75.7962,"7, Shubham Enclave, Jamnalal Bajaj Marg ", ,Sleep,A budget guest house.,"(26.9065, 75.7962)",wikivoyage,red
5,Umaid Bhawan ,26.928,75.7925,"D1-2A, Behari Marg, Bani Park ",http://www.umaidbhawan.com ,Sleep,"A nicely restored heritage hotel with clean, comfortable rooms, many with balconies. Beautifully decorated, it looks like a mini-palace. It has a roof-top restaurant with views of the rising sun in the morning and the setting sun in the evening. The swimming pool is on the ground floor, and it's cold in the off-season. The friendly and helpful staff will arrange airport/train station pickup. Great value, a great place.","(26.928, 75.7925)",wikivoyage,red
6,Umaid Mahal ,26.9279,75.7891,"C-20 / B-2, Bihari Marg, Sawai Jai Singh Highway, ",http://www.umaidmahal.com ,Sleep,A very nice heritage house hotel with 3-star facilities and also offers free pick up from train and bus station.,"(26.9279, 75.7891)",wikivoyage,red
7,Pride Amber Vilas ,0.0,0.0,  ,http://www.pridehotel.com/jaipur/pride-amber-vilas-jaipur/overview/ ,Sleep,,"(0, 0)",wikivoyage,red
8,White Mushroom V Inn Jaipur ,51.0542154,-114.0698189,I - 7 C2 ,http://www.whitemushroomholidays.com/jaipur/ ,Sleep,,"(51.0542154, -114.0698189)",wikivoyage,red
9,Mosaics Guest House ,26.9883,75.8703," Siyaram ki Doongri, '''Amber''' ",http://www.mosaicsguesthouse.com/ ,Sleep,,"(26.9883, 75.8703)",wikivoyage,red
0,Lohagarh Fort Resort Jaipur ,27.0764,75.9387,"Kachera Wala, Kukas (NH-8) ",http://lohagarhfortresort.in/ ,Sleep,"13 acres of green lush mountain area in Kukas, a 50-minute drive from Jaipur. Cottages with private pool, luxury tents with jacuzzi, luxury suite with jacuzzi. Apart from accommodation they offer spa & massage and their pool is one of the biggest in the city. They also have in-house restaurant.","(27.0764, 75.9387)",wikivoyage,red
1,Naila Bagh Palace ,26.9066,75.8229,Moti Doongari Road ,http://www.nailabaghpalace.com ,Sleep,"Heritage home built in 1872 by the Prime Minister of Jaipur (Late Thakur Fateh Singh ji of Naila), now owned and managed by his 7th-generation descendants. It is surrounded with sprawling gardens and open spaces on all sides; the large front courtyard provides ample seating space for our visitors along with providing a calm and serine ambience. One of Jaipur's oldest heritage buildings and home the erstwhile Prime Minister, Thakur Fateh Singh Ji. Surrounded with gardens and open spaces on all sides, large front courtyard provides ample seating, antique chandeliers, original frescos, colonial furniture and a heritage of family history on display. Swimming pool, modest gym, Wi-Fi in some areas.","(26.9066, 75.8229)",wikivoyage,red
2,Oberoi Rajvilas Palace Hotel ,26.877,75.884,Goner Rd ,http://www.oberoirajvilas.com/ ,Sleep,"If you have money to blow and you want to stay in the lap of luxury, this is the place for you. The only problem is that it is nearly impossible to get a booking.","(26.877, 75.884)",wikivoyage,red
3,Taj Rambagh Palace Hotel ,26.8962,75.8083, ,http://www.tajhotels.com/luxury/grand-palaces-and-iconic-hotels/rambagh-palace-jaipur/overview.html ,Sleep,A former palace and an excellent place to stay.,"(26.8962, 75.8083)",wikivoyage,red
4,The Trident Jaipur ,26.9563,75.8424,Amber Fort Rd ,http://www.tridenthotels.com/jaipur/index.asp ,Sleep,"Surprisingly intimate low-rise hotel built like a glittering white Mughal palace, renovated and well maintained. Small pool. It's worth it to pay extra for a lake view room.","(26.9563, 75.8424)",wikivoyage,red
5,Royal Quest Resorts ,0.0,0.0,"NH-8, Kukas, Village Kacherawala ",https://www.royalquestresorts.com/ ,Sleep,5-star resort.,"(0, 0)",wikivoyage,red
0,Atithi Guest House ,26.9202,75.7976,1 Park House Scheme ,http://www.atithijaipur.com/ ,Sleep_Budget,"A nice, modern and very clean hotel a few minutes from the Pink City. Has a simple restaurant, laundry service, Wi-Fi (check on current rates, which are not posted on their site). Be careful of rickshaw/taxi drivers as they don't get a commission here so may try to bring you somewhere else.","(26.9202, 75.7976)",wikivoyage,red
1,Chit Chat Palace ,26.9255,75.7908,"D-160 Kabir Marg, Bani Park ",http://www.chitchatrestaurantandguesthouse.com/ ,Sleep_Budget,"Airport/rail station/bus station pick up available, nice restaurant.","(26.9255, 75.7908)",wikivoyage,red
2,Hotel Kalyan ,26.912416,75.787288,"Hathroi Fort, Ajmer Rd ",https://www.hotelkalyan.com/ ,Sleep_Budget,2-star hotel with a quiet and relaxing atmosphere. Free parking and pickup is available from the train station and central bus stand. Tasty restaurant and good service.,"(26.912416, 75.787288)",wikivoyage,red
3,Hotel Malak Mahal ,26.98095,75.85066,"54, Near Jal Mahal, Amer Rd ", ,Sleep_Budget,"This hotel, which opened in 2012, has 45 rooms, an in-house restaurant and reserved parking spaces. It also provides free Wi-Fi, air-con rooms with attached washrooms and a nice guest service system. Their reservation phone number is covered 24/7.","(26.98095, 75.85066)",wikivoyage,red
4,Hotel Pearl Palace ,26.9162,75.7956,"51 Hathroi Fort, Hari Kishan Somani Marg, Ajmer Road ",http://www.hotelpearlpalace.com ,Sleep_Budget,The place is designed as an art museum. Wonderful roof top patio restaurant. The owners are nice but the front desk clerk is very moody. They do not always honor reservations made from their website.,"(26.9162, 75.7956)",wikivoyage,red
5,Hotel Ramsingh Palace ,26.9236,75.7988,"B-2, Hathi Babu Ka Bagh, Kanti Nagar ",http://hotelramsinghpalace.com/ ,Sleep_Budget,"Comfortable beds, each room comes with LCDTV with multiple channels. Walking distance to the train station and central bus stand. Airport/rail station/bus station pick up available, multi-cuisine restaurant.","(26.9236, 75.7988)",wikivoyage,red
6,Hotel Sangam ,26.921,75.7979,17 Motilal Atal Rd ,http://www.hotelsangamjaipur.com/ ,Sleep_Budget,"Good mattress, TV, restaurant, includes breakfast toast.","(26.921, 75.7979)",wikivoyage,red
7,Hotel Shikha ,26.9061,75.7971,"R-14, Yudhishthir Marg, C-Scheme ",https://www.hotelshikha.com ,Sleep_Budget,The only hotel in Jaipur that is opposite to the deer park in c-scheme. Coffee & wine lounge in premises with Rock Pub and discotheque. Special offers on website.,"(26.9061, 75.7971)",wikivoyage,red
8,Jaipur Inn ,26.928307,75.798092,"B-17, Shiv Marg, Bani Park ",http://www.jaipurinn.com/ ,Sleep_Budget,"Hot water, air-con, TV, heater, and telephone in every room. The hotel also has a backup power generator and a lift. Nice rooftop bar with great views over the city. All room rates include rooftop Wi-Fi and free cancellation. They can also serve food. During low season (April/May/June), 50% discount if you stay 2 days or more.","(26.928307, 75.798092)",wikivoyage,red
9,Karni Niwas ,26.9203,75.7973,C-5 Motilal Atal Road ,http://www.hotelkarniniwas.com/ ,Sleep_Budget,"Good budget hotel. Very clean with hot water, quiet room. Restaurant, includes continental breakfast.","(26.9203, 75.7973)",wikivoyage,red
10,Moustache Jaipur,26.91958611458579,75.79778428274552,"Park House 7, Mirza Ismail Rd",https://moustachescapes.com/accommodation/Hostel/jaipur,Sleep_Budget,"Recommended by many travellers, this hostel is the headquarters of the Moustache chain. The street food tour is recommended by many. Afterwards, you can relax in the rooftop restaurant and pool.","(26.91958611458579, 75.79778428274552)",wikivoyage,red
0,Krishna Palace ,26.928,75.7861,"E-26, Durga Marg, Bani Park ",http://www.krishnapalace.com ,Sleep_Budget,"Heritage property which looks like a palace. Nice garden, quiet and very clean. Traditional-style spacious rooms with private bath and hot shower. 24-hr service. Comfortable beds, each room comes with TV with all channels. Rooftop and garden restaurant available. Walking distance to the train station. Managed by a friendly family. Very quiet and relaxing neighbourhood surrounded by greenery. Pickup service from the train and central bus station is free of charge.","(26.928, 75.7861)",wikivoyage,red
1,Moon Light Palace ,26.9127,75.7781,"S-34, Shanti Nagar, Near Labour Court ",http://www.hotelmoonlightpalace.com/ ,Sleep_Budget,It's clean with solid Wi-Fi. Free pick up from station. Restaurant has a wide range of food.,"(26.9127, 75.7781)",wikivoyage,red
2,Pink City Guest House ,26.9209,75.7973,18 Motilal Atal Rd , ,Sleep_Budget,"Clean rooms and good value with reliable hot water, TV and Wi-Fi - just ask the guy at the reception. Steps away from bus station and few min walk from old town and/or rail station. Five stores down the road south on that side of the street is an amazing vegetarian restaurant Mohal's which does great cheapish food. Make sure you get one of the rooms facing the quiet backstreet. The hotel lacks its own website, and current tariffs seem to be impossible to find online. As of 2012 or so, they charged ₹400-700 for a double room, with off season rates of ₹250 for a very basic room without attached bathroom.","(26.9209, 75.7973)",wikivoyage,red
3,Satkar Hotel ,26.9238,75.7905,"187, Barodia Scheme, Banipark ",http://satkarhotel.com ,Sleep_Budget,"Family run budget hotel, free pick up from railway station, bus stand, free Wi-Fi. Air-con and non-air-con rooms with attached bathrooms and TV. Hot shower, food, travel desk, laundry, 5 min walk from railway station. Not especially clean, ceiling fan noisy. Laundry is available for a charge. Walking distance to the bus station in a seedy neighbourhood.","(26.9238, 75.7905)",wikivoyage,red
4,Sunder Palace Guest House ,26.9174,75.7952,"No. 46, Sanjay Marg ",http://www.sunderpalace.com ,Sleep_Budget,"Clean rooms, great service, convenient location, a rooftop restaurant, a lovely garden area and a terrace. Tiled double room with cable TV, big bathroom with hot water and a Persian carpet area with a small table where you can sip tea and read. Internet available, but there was a charge for this service a few years ago, so enquire.","(26.9174, 75.7952)",wikivoyage,red
5,Zostel ,0.0,0.0,"First Floor, 85-A, Rajamal Ka Talab, Icici Bank Building, Chandi ki Taksal ",http://www.zostel.com/ ,Sleep_Budget,Backpacker hostel.,"(0, 0)",wikivoyage,red
0,Anuraag Villa ,26.9274,75.7892,"D-249, Near Collectorate Circle ",http://www.anuraagvilla.com/index.htm ,Sleep_Mid-range,"3-star hotel 15 min by rickshaw from the city centre. Peaceful place to relax with clean, comfortable rooms and free Wi-Fi Onsite restaurant offers very good vegetarian options Rajasthani style.","(26.9274, 75.7892)",wikivoyage,red
1,Arya Niwas ,26.9217,75.8046,Sansar Chandra Rd ,http://www.hotelaryaniwas.com/ ,Sleep_Mid-range," A feudal lord's mansion converted into a hotel with the ambience of a stately home. Centrally located, family managed, cafeteria serving decent vegetarian food and a garden to relax in during the evenings.","(26.9217, 75.8046)",wikivoyage,red
2,Colonel's Homestead Jaipur ,26.84444,75.74722,"10 & 11 Cosmo Colony, Ram Marg, Amrapali Rd, Vaishali Nagar ",http://www.colonelsbnb.com ,Sleep_Mid-range,"Run by a retired army colonel and his wife, who hails from a royal family of Rajasthan, a peaceful place to stay adjoining 50 acres of bird-filled nature. Home-cooked meals available, and good advice on attractions and shopping.","(26.84444, 75.74722)",wikivoyage,red
3,Hotel Classic Holidays ,26.8912,75.7663,"A-79, Shyam Nagar, Sodala, Ajmer Rd ",http://www.hotelclassicholidays.com ,Sleep_Mid-range,"In a residential area with peaceful, clean, green surroundings.","(26.8912, 75.7663)",wikivoyage,red
4,Hotel Mandakini Castle ,26.9225,75.8047,Sansar Chandra Rd , ,Sleep_Mid-range,"3-star hotel. 12 superior rooms and 26 suites. All are fitted with a private bath with hot & cold water, cable/sat TV, and broadband internet connection. The travel desk, 50-capacity conference area, complimentary transfer services. It is not easy to find current room rates, but the hotel gets mixed reviews from guests.","(26.9225, 75.8047)",wikivoyage,red
0,Hotel Meghniwas ,26.9299,75.7881,"C-9, Sawai Jai Singh Highway, Bani Park ",http://www.meghniwas.com/ ,Sleep_Mid-range,"It also has a garden and a swimming pool, which is free for guests and open to non-guests for a charge.","(26.9299, 75.7881)",wikivoyage,red
1,Hotel Sarang Palace ,26.9373,75.7965,"A- 40, Subhash Nagar Rd, Near Peetal Factory ",http://www.hotelsarangpalace.com ,Sleep_Mid-range,"3-star heritage hotel, offers free pick up from train and bus station.","(26.9373, 75.7965)",wikivoyage,red
2,Loharu House ,26.9063,75.7833,Civil Lines , ,Sleep_Mid-range,This property belongs to the Royal Family of Loharu and they rent out a few rooms. The place is quaint and beautiful and the rooms are well appointed. The service also has the touch of personal care and warmth. A plus side is the cooks are excellent and put together some fine dinners.,"(26.9063, 75.7833)",wikivoyage,red
3,Milestone 251 ,26.9268,75.7898,"Near Collectorate Circle, D-251, Devi Marg, Bani Park ",http://www.milestone251.com/ ,Sleep_Mid-range,Near the railway station in Bani Park area.,"(26.9268, 75.7898)",wikivoyage,red
4,Sumati Villa ,26.9065,75.7962,"7, Shubham Enclave, Jamnalal Bajaj Marg ", ,Sleep_Mid-range,A budget guest house.,"(26.9065, 75.7962)",wikivoyage,red
5,Umaid Bhawan ,26.928,75.7925,"D1-2A, Behari Marg, Bani Park ",http://www.umaidbhawan.com ,Sleep_Mid-range,"A nicely restored heritage hotel with clean, comfortable rooms, many with balconies. Beautifully decorated, it looks like a mini-palace. It has a roof-top restaurant with views of the rising sun in the morning and the setting sun in the evening. The swimming pool is on the ground floor, and it's cold in the off-season. The friendly and helpful staff will arrange airport/train station pickup. Great value, a great place.","(26.928, 75.7925)",wikivoyage,red
6,Umaid Mahal ,26.9279,75.7891,"C-20 / B-2, Bihari Marg, Sawai Jai Singh Highway, ",http://www.umaidmahal.com ,Sleep_Mid-range,A very nice heritage house hotel with 3-star facilities and also offers free pick up from train and bus station.,"(26.9279, 75.7891)",wikivoyage,red
7,Pride Amber Vilas ,0.0,0.0,  ,http://www.pridehotel.com/jaipur/pride-amber-vilas-jaipur/overview/ ,Sleep_Mid-range,,"(0, 0)",wikivoyage,red
8,White Mushroom V Inn Jaipur ,51.0542154,-114.0698189,I - 7 C2 ,http://www.whitemushroomholidays.com/jaipur/ ,Sleep_Mid-range,,"(51.0542154, -114.0698189)",wikivoyage,red
9,Mosaics Guest House ,26.9883,75.8703," Siyaram ki Doongri, '''Amber''' ",http://www.mosaicsguesthouse.com/ ,Sleep_Mid-range,,"(26.9883, 75.8703)",wikivoyage,red
0,Lohagarh Fort Resort Jaipur ,27.0764,75.9387,"Kachera Wala, Kukas (NH-8) ",http://lohagarhfortresort.in/ ,Sleep_Splurge,"13 acres of green lush mountain area in Kukas, a 50-minute drive from Jaipur. Cottages with private pool, luxury tents with jacuzzi, luxury suite with jacuzzi. Apart from accommodation they offer spa & massage and their pool is one of the biggest in the city. They also have in-house restaurant.","(27.0764, 75.9387)",wikivoyage,red
1,Naila Bagh Palace ,26.9066,75.8229,Moti Doongari Road ,http://www.nailabaghpalace.com ,Sleep_Splurge,"Heritage home built in 1872 by the Prime Minister of Jaipur (Late Thakur Fateh Singh ji of Naila), now owned and managed by his 7th-generation descendants. It is surrounded with sprawling gardens and open spaces on all sides; the large front courtyard provides ample seating space for our visitors along with providing a calm and serine ambience. One of Jaipur's oldest heritage buildings and home the erstwhile Prime Minister, Thakur Fateh Singh Ji. Surrounded with gardens and open spaces on all sides, large front courtyard provides ample seating, antique chandeliers, original frescos, colonial furniture and a heritage of family history on display. Swimming pool, modest gym, Wi-Fi in some areas.","(26.9066, 75.8229)",wikivoyage,red
2,Oberoi Rajvilas Palace Hotel ,26.877,75.884,Goner Rd ,http://www.oberoirajvilas.com/ ,Sleep_Splurge,"If you have money to blow and you want to stay in the lap of luxury, this is the place for you. The only problem is that it is nearly impossible to get a booking.","(26.877, 75.884)",wikivoyage,red
3,Taj Rambagh Palace Hotel ,26.8962,75.8083, ,http://www.tajhotels.com/luxury/grand-palaces-and-iconic-hotels/rambagh-palace-jaipur/overview.html ,Sleep_Splurge,A former palace and an excellent place to stay.,"(26.8962, 75.8083)",wikivoyage,red
4,The Trident Jaipur ,26.9563,75.8424,Amber Fort Rd ,http://www.tridenthotels.com/jaipur/index.asp ,Sleep_Splurge,"Surprisingly intimate low-rise hotel built like a glittering white Mughal palace, renovated and well maintained. Small pool. It's worth it to pay extra for a lake view room.","(26.9563, 75.8424)",wikivoyage,red
5,Royal Quest Resorts ,0.0,0.0,"NH-8, Kukas, Village Kacherawala ",https://www.royalquestresorts.com/ ,Sleep_Splurge,5-star resort.,"(0, 0)",wikivoyage,red
0,CKS Hospital ,0.0,0.0,"F 98 A, Road Number 6, Sikar Road, VKI ",https://ckshospitals.com/ ,Stay safe,"CKS Hospital is a trusted multi-specialty hospital, open 24 hours for emergency cases.","(0, 0)",wikivoyage,red
0,CKS Hospital ,0.0,0.0,"F 98 A, Road Number 6, Sikar Road, VKI ",https://ckshospitals.com/ ,Stay safe_Hospitals,"CKS Hospital is a trusted multi-specialty hospital, open 24 hours for emergency cases.","(0, 0)",wikivoyage,red
0,Abhaneri,27.0072885,76.6079261,,,Go next,"'''Abhaneri''' &mdash; you can arrange transport to this village, which contains an impressive ancient stepwell and a beautiful 9th-century temple","(27.0072885, 76.6079261)",wikivoyage,red
1,Bikaner,28.0159286,73.3171367,,,Go next,"'''Bikaner''' &mdash; a city in the Thar Desert; though less visited than Jaisalmer, it is home to several important sites such as Bikaner Fort (Junagarh Fort), Laxmi Niwas Palace and Shivbari Temple","(28.0159286, 73.3171367)",wikivoyage,red
2,Bhandarej,0.0,0.0,,,Go next,"'''Bhandarej''' &mdash; a little-known town 62 km from Jaipur off the Jaipur-Agra Highway, which dates from the times of the Mahabharata and features 11th-century monuments and temples","(0, 0)",wikivoyage,red
3,Jaisalmer,27.0264162,70.77751197645885,,,Go next,'''Jaisalmer''' &mdash; the Golden City in the Thar Desert,"(27.0264162, 70.77751197645885)",wikivoyage,red
4,Jodhpur,26.2967719,73.0351433,,,Go next,"'''Jodhpur''' &mdash;  the stunning Blue City, with its awe-inspiring Mehrangarh Fort","(26.2967719, 73.0351433)",wikivoyage,red
5,Udaipur,24.578721,73.6862571,,,Go next,"'''Udaipur''' &mdash; train #2965, Gwalior Udaipur Superfast Express (via Agra), is the best option for this beautiful City of Lakes","(24.578721, 73.6862571)",wikivoyage,red
